transaction_id,customer_id,date,product_id,quantity,unit_price,discount_applied
226,191,2023-10-31,48,6,597.3,0.0
227,490,2023-11-03,17,1,437.7,0.0
228,694,2023-12-29,74,2,910.03,0.0
229,426,2023-03-07,25,3,668.48,0.3
230,405,2023-01-31,100,8,599.07,0.0
231,335,2023-10-22,48,8,726.82,0.0
232,209,2023-09-22,87,1,518.79,0.0
233,22,2023-10-24,50,5,486.1,0.0
234,678,2023-11-15,19,4,978.89,0.0
235,611,2023-01-14,74,1,900.24,0.1
236,208,2023-02-27,75,6,186.93,0.0
237,8,2023-12-10,41,7,211.69,0.0
238,702,2023-08-30,5,1,271.91,0.0
239,687,2023-12-19,6,1,73299.0,0.0
240,785,2023-09-05,3,6,936.53,0.2
241,529,2023-04-08,45,3,134.1,0.2
242,602,2023-06-11,75,5,995.09,0.0
243,653,2023-09-04,61,6,330.92,0.0
244,657,2023-11-22,48,3,350.61,0.2
245,166,2023-12-08,24,3,537.97,0.0
246,849,2023-01-04,48,5,105.64,0.1
247,496,2023-11-02,26,7,923.99,0.0
248,590,2023-09-18,49,1,29.21,0.0
249,429,2023-11-27,90,1,16.99,0.0
250,774,2023-02-14,88,9,970.81,0.0
251,163,2023-07-30,55,8,40785.0,0.0
252,366,2023-09-01,4,8,255.37,0.3
253,526,2023-07-22,49,6,283.52,0.0
254,239,2023-07-22,74,7,498.67,0.2
255,72,2023-01-27,98,6,895.82,0.0
256,445,2023-04-28,44,3,749.45,0.0
257,655,2023-08-14,29,7,181.49,0.0
258,822,2023-12-26,26,7,348.76,0.0
259,509,2023-07-24,83,6,43002.0,0.1
260,795,2023-09-04,85,3,98919.0,0.0
261,269,2023-02-18,83,2,78120.0,0.0
262,753,2023-09-10,61,1,495.17,0.2
263,415,2023-03-19,40,9,255.02,0.0
264,245,2023-09-14,19,7,164.59,0.0
265,675,2023-04-30,82,5,179.46,0.1
266,60,2023-02-04,14,5,339.75,0.0
267,6,2023-11-08,35,4,532.35,0.0
268,709,2023-05-23,82,9,178.85,0.0
269,982,2023-07-16,92,4,737.69,0.0
270,570,2023-09-17,19,7,936.17,0.0
271,817,2023-03-25,89,8,532.07,0.0
272,407,2023-07-11,79,5,371.71,0.2
273,217,2023-01-22,3,9,701.97,0.3
274,930,2023-01-24,87,5,693.65,0.2
275,26,2023-03-16,50,9,818.0,0.3
276,815,2023-05-14,12,9,93376.0,0.0
277,5,2023-06-16,96,3,348.52,0.0
278,986,2023-04-20,54,1,138.76,0.0
279,532,2023-03-31,92,1,906.57,0.0
280,390,2023-02-06,98,6,191.62,0.1
281,710,2023-11-06,65,9,36064.0,0.1
282,571,2023-02-20,10,7,427.45,0.0
283,448,2023-03-01,27,2,861.17,0.0
284,754,2023-03-13,76,6,58845.00000000001,0.0
285,146,2023-05-08,100,9,601.86,0.2
286,388,2023-11-03,97,3,772.8,0.1
287,785,2023-03-03,68,6,998.21,0.1
288,249,2023-11-01,21,7,964.76,0.0
289,526,2023-06-28,20,2,139.34,0.3
290,462,2023-01-28,17,9,984.7,0.0
291,13,2023-08-28,46,5,727.12,0.0
292,903,2023-08-20,34,6,639.9,0.1
293,384,2023-06-02,78,2,402.55,0.0
294,556,2023-11-29,10,7,992.24,0.0
295,887,2023-01-07,20,4,322.37,0.0
296,399,2023-03-06,64,5,948.82,0.1
297,19,2023-05-03,62,7,362.38,0.2
298,575,2023-02-05,99,6,150.59,0.0
299,491,2023-08-26,79,5,633.18,0.0
300,751,2023-03-14,39,3,880.12,0.0
301,419,2023-01-30,91,6,948.21,0.0
302,337,2023-08-15,62,6,821.01,0.0
303,419,2023-10-30,79,6,403.22,0.0
304,915,2023-12-13,83,1,77739.0,0.0
305,916,2023-10-12,90,2,31.78,0.0
306,612,2023-01-05,12,9,19187.0,0.0
307,675,2023-03-06,24,9,577.69,0.0
308,928,2023-08-23,53,9,291.11,0.0
309,122,2023-04-25,100,5,676.72,0.0
310,432,2023-11-15,33,5,691.29,0.0
311,44,2023-09-03,69,4,61979.99999999999,0.0
312,872,2023-12-15,73,8,709.14,0.0
313,920,2023-01-17,78,8,317.9,0.0
314,317,2023-11-03,46,2,225.39,0.1
315,381,2023-02-06,100,9,20.49,0.0
316,145,2023-12-10,89,1,660.88,0.3
317,327,2023-08-07,7,4,589.57,0.2
318,363,2023-05-17,98,3,339.15,0.0
319,50,2023-09-03,43,2,35366.0,0.0
320,65,2023-02-07,7,1,219.39,0.3
321,355,2023-09-08,95,9,350.64,0.1
322,800,2023-02-22,61,5,309.66,0.1
323,164,2023-12-12,32,4,972.26,0.1
324,141,2023-11-05,85,1,50675.0,0.2
325,966,2023-07-22,59,6,586.07,0.0
326,826,2023-02-18,79,6,30.73,0.0
327,128,2023-05-02,30,7,829.14,0.0
328,398,2023-11-22,4,7,757.59,0.0
329,933,2023-01-16,34,2,518.26,0.1
330,880,2023-09-26,9,6,779.52,0.0
331,463,2023-08-24,60,3,172.07,0.0
332,751,2023-05-01,76,2,45320.0,0.1
333,836,2023-05-19,94,4,247.53,0.0
334,808,2023-03-28,24,7,596.3,0.0
335,187,2023-05-10,55,5,62622.0,0.2
336,720,2023-09-09,29,7,985.57,0.1
337,732,2023-12-16,54,4,28.91,0.2
338,912,2023-10-02,51,1,364.49,0.0
339,190,2023-12-26,22,6,948.17,0.0
340,388,2023-10-28,99,8,969.5,0.0
341,429,2023-02-16,20,1,574.17,0.0
342,858,2023-03-20,37,7,571.67,0.0
343,284,2023-10-25,51,7,429.77,0.0
344,864,2023-12-30,73,1,220.97,0.1
345,237,2023-12-08,86,2,83.95,0.0
346,194,2023-08-07,50,2,389.8,0.0
347,287,2023-04-21,80,4,351.79,0.1
348,771,2023-08-15,66,2,558.05,0.0
349,758,2023-10-02,62,5,353.82,0.0
350,136,2023-09-13,44,8,436.09,0.0
351,792,2023-02-08,23,2,609.17,0.0
352,783,2023-05-15,93,8,708.87,0.0
353,171,2023-10-22,11,4,22.95,0.0
354,159,2023-04-08,54,7,219.03,0.1
355,201,2023-02-03,55,6,19685.0,0.0
356,487,2023-03-09,61,4,423.22,0.0
357,557,2023-07-10,99,6,89.34,0.0
358,962,2023-07-18,52,3,903.02,0.0
359,776,2023-02-17,22,4,429.48,0.0
360,583,2023-09-16,3,4,833.74,0.0
361,504,2023-08-01,76,9,92290.0,0.0
362,876,2023-06-11,65,1,21174.0,0.0
363,371,2023-04-23,58,8,500.77,0.0
364,103,2023-05-17,43,9,97044.0,0.2
365,125,2023-11-13,90,8,822.82,0.2
366,313,2023-01-12,98,5,52.33,0.0
367,976,2023-12-25,61,8,968.76,0.0
368,995,2023-08-26,93,5,32.95,0.1
369,798,2023-10-11,53,7,43.65,0.0
370,458,2023-06-25,33,4,647.81,0.0
371,230,2023-08-13,96,6,637.37,0.1
372,658,2023-03-16,25,6,828.68,0.0
373,882,2023-05-15,50,6,310.63,0.1
374,197,2023-03-23,47,1,488.83,0.0
375,885,2023-03-24,58,3,856.08,0.0
376,733,2023-05-22,100,1,758.0,0.0
377,423,2023-07-28,66,9,430.72,0.0
378,572,2023-08-03,79,3,853.44,0.1
379,610,2023-11-06,13,8,487.59,0.0
380,171,2023-09-12,42,5,535.16,0.0
381,382,2023-07-07,15,7,590.11,0.0
382,173,2023-09-04,6,2,37892.0,0.3
383,663,2023-09-12,85,4,29418.0,0.0
384,453,2023-11-19,42,4,682.09,0.0
385,350,2023-06-11,90,2,165.58,0.0
386,902,2023-12-11,35,9,505.73,0.0
387,952,2023-06-16,82,2,325.37,0.0
388,634,2023-03-19,6,1,38678.0,0.1
389,494,2023-06-24,78,5,466.93,0.0
390,620,2023-01-20,18,8,211.31,0.0
391,4,2023-04-06,43,8,49468.0,0.0
392,93,2023-06-29,20,5,737.63,0.0
393,919,2023-04-05,79,1,242.36,0.0
394,6,2023-03-12,53,7,854.44,0.0
395,288,2023-07-09,48,7,439.87,0.0
396,618,2023-05-12,27,7,747.76,0.2
397,146,2023-05-19,88,6,683.23,0.0
398,783,2023-10-02,76,2,41311.0,0.0
399,424,2023-04-12,1,8,813.34,0.0
400,890,2023-10-10,14,1,39.64,0.1
401,608,2023-01-29,32,1,268.17,0.3
402,457,2023-01-18,67,7,21.48,0.0
403,741,2023-09-01,10,1,794.98,0.0
404,202,2023-06-24,26,4,143.27,0.0
405,212,2023-03-30,95,6,415.12,0.0
406,6,2023-01-20,74,5,614.63,0.2
407,624,2023-11-22,65,9,97058.0,0.0
408,376,2023-12-22,50,8,999.81,0.0
409,891,2023-01-18,49,3,871.27,0.1
410,447,2023-02-07,32,3,542.24,0.3
411,835,2023-03-30,83,6,14115.0,0.0
412,106,2023-12-06,65,3,36749.0,0.0
413,651,2023-05-30,26,1,866.66,0.0
414,811,2023-07-23,69,6,95741.0,0.0
415,401,2023-08-21,26,1,660.79,0.0
416,96,2023-04-14,65,2,80785.0,0.0
417,388,2023-04-21,94,9,800.8,0.3
418,959,2023-08-13,12,2,96311.0,0.3
419,452,2023-08-09,100,2,810.7,0.0
420,849,2023-01-26,36,5,36974.0,0.2
421,809,2023-03-05,24,4,482.02,0.2
422,979,2023-09-11,42,4,252.19,0.0
423,901,2023-09-06,55,3,16436.0,0.0
424,416,2023-08-12,55,4,35957.0,0.1
425,726,2023-11-10,89,7,676.35,0.0
426,504,2023-05-11,8,3,597.96,0.3
427,454,2023-01-30,76,6,75457.0,0.3
428,291,2023-10-02,61,3,895.57,0.0
429,534,2023-01-10,27,6,60.1,0.0
430,193,2023-03-30,76,1,25687.0,0.0
431,980,2023-05-27,63,3,782.69,0.0
432,150,2023-05-07,32,4,923.84,0.1
433,880,2023-07-05,60,4,936.9,0.0
434,759,2023-05-04,35,4,193.01,0.2
435,779,2023-04-17,16,1,110.91,0.3
436,973,2023-12-07,36,2,93218.0,0.0
437,763,2023-01-06,56,1,75.76,0.0
438,515,2023-02-20,30,4,665.46,0.0
439,393,2023-11-10,32,9,404.81,0.0
440,316,2023-05-16,79,8,285.81,0.1
441,76,2023-01-02,21,1,280.67,0.0
442,599,2023-01-18,56,8,365.34,0.0
443,270,2023-09-06,40,2,368.96,0.0
444,225,2023-07-04,93,5,817.2,0.0
445,530,2023-08-10,54,9,536.37,0.0
446,113,2023-08-16,30,9,942.1,0.2
447,251,2023-12-14,89,1,643.06,0.0
448,233,2023-07-13,20,9,414.23,0.0
449,841,2023-11-08,74,6,537.16,0.0
450,791,2023-07-29,95,1,940.02,0.0
451,714,2023-10-26,1,7,836.08,0.0
452,83,2023-11-25,74,3,925.14,0.1
453,125,2023-03-13,18,5,710.65,0.0
454,175,2023-04-27,100,4,636.29,0.3
455,69,2023-09-21,57,3,253.1,0.0
456,47,2023-01-05,59,3,359.55,0.0
457,884,2023-09-26,13,4,67.39,0.0
458,256,2023-01-07,32,3,579.95,0.1
459,727,2023-01-21,86,6,643.16,0.0
460,30,2023-02-06,70,2,753.24,0.0
461,281,2023-06-22,33,1,857.48,0.0
462,924,2023-03-03,65,9,30232.0,0.0
463,994,2023-07-25,3,7,185.35,0.0
464,237,2023-04-11,5,1,126.17,0.0
465,248,2023-04-29,91,8,547.36,0.0
466,368,2023-06-28,12,1,27473.0,0.0
467,495,2023-05-12,33,1,204.89,0.0
468,25,2023-12-08,27,6,561.01,0.0
469,586,2023-03-16,13,9,605.29,0.0
470,718,2023-10-17,75,3,148.89,0.2
471,490,2023-02-14,75,2,528.72,0.0
472,494,2023-05-24,36,1,10300.0,0.0
473,314,2023-05-17,58,6,790.03,0.0
474,606,2023-07-27,64,5,591.02,0.2
475,375,2023-08-19,50,7,600.92,0.0
476,639,2023-09-29,51,5,719.67,0.2
477,937,2023-04-05,4,6,223.24,0.0
478,25,2023-09-18,44,2,195.28,0.0
479,334,2023-05-07,18,1,319.61,0.0
480,355,2023-06-16,18,6,583.78,0.1
481,116,2023-01-18,92,2,826.46,0.0
482,48,2023-05-28,6,3,99011.0,0.2
483,738,2023-09-04,59,1,823.4,0.0
484,778,2023-05-10,63,8,497.69,0.0
485,99,2023-10-23,43,7,58020.00000000001,0.0
486,459,2023-09-23,69,8,29038.0,0.0
487,523,2023-11-16,75,5,230.76,0.0
488,597,2023-02-11,69,6,15077.000000000002,0.0
489,405,2023-07-22,9,3,522.85,0.2
490,214,2023-06-30,23,7,184.75,0.0
491,685,2023-12-15,11,4,63.19,0.2
492,903,2023-06-30,61,2,188.24,0.0
493,503,2023-10-23,79,7,391.81,0.0
494,721,2023-05-24,89,6,234.0,0.0
495,448,2023-03-02,17,1,228.21,0.0
496,894,2023-07-28,50,9,254.47,0.0
497,576,2023-06-15,53,9,886.02,0.0
498,258,2023-10-27,90,3,91.92,0.2
499,844,2023-05-23,14,1,328.95,0.0
500,121,2023-12-17,39,7,400.89,0.1
501,810,2023-03-02,55,4,28783.0,0.1
502,978,2023-09-20,9,3,386.95,0.0
503,54,2023-05-04,63,8,632.78,0.0
504,331,2023-08-26,27,9,148.32,0.0
505,784,2023-01-30,35,8,366.42,0.2
506,241,2023-09-12,91,4,146.8,0.0
507,755,2023-03-31,80,7,733.05,0.0
508,530,2023-05-19,60,2,863.78,0.0
509,483,2023-12-28,86,1,559.4,0.0
510,187,2023-12-14,30,1,68.72,0.0
511,858,2023-07-26,90,5,450.19,0.0
512,656,2023-04-03,39,9,425.4,0.1
513,262,2023-05-14,52,4,800.6,0.0
514,953,2023-07-23,97,4,65.84,0.0
515,364,2023-11-03,58,7,973.41,0.0
516,491,2023-12-02,65,1,22118.0,0.0
517,431,2023-04-20,76,2,82217.0,0.0
518,239,2023-02-07,81,7,793.83,0.0
519,304,2023-01-22,89,8,769.58,0.0
520,298,2023-08-13,29,3,137.18,0.0
521,76,2023-12-12,58,9,91.84,0.0
522,700,2023-06-17,42,1,452.55,0.0
523,333,2023-05-15,28,2,741.53,0.0
524,900,2023-04-20,83,2,68428.0,0.1
525,999,2023-08-12,10,8,778.06,0.1
526,758,2023-06-17,11,4,127.53,0.0
527,642,2023-04-17,74,3,432.25,0.1
528,474,2023-01-24,60,8,469.32,0.2
529,827,2023-10-24,30,1,250.42,0.2
530,923,2023-11-03,49,3,580.82,0.0
531,283,2023-12-24,71,1,50.46,0.3
532,591,2023-07-30,69,3,77778.0,0.2
533,72,2023-06-20,60,6,223.74,0.0
534,263,2023-03-10,28,8,743.88,0.0
535,703,2023-08-10,20,6,82.74,0.0
536,879,2023-06-02,96,5,502.11,0.1
537,887,2023-12-16,59,2,229.34,0.0
538,942,2023-10-08,12,5,39657.0,0.0
539,575,2023-07-20,5,6,886.19,0.0
540,1000,2023-08-07,30,8,452.47,0.0
541,892,2023-04-14,33,9,279.78,0.0
542,12,2023-10-26,10,1,310.46,0.0
543,141,2023-11-11,39,2,638.49,0.1
544,766,2023-11-06,91,9,740.84,0.0
545,555,2023-12-01,76,9,5056.0,0.0
546,17,2023-08-18,66,5,502.99,0.0
547,63,2023-02-23,94,7,426.69,0.1
548,253,2023-07-08,60,4,393.53,0.0
549,465,2023-08-10,41,6,414.48,0.1
550,376,2023-03-16,69,1,71060.0,0.0
551,804,2023-12-15,37,6,998.84,0.0
552,981,2023-06-21,78,3,975.91,0.0
553,520,2023-02-11,90,8,709.36,0.0
554,837,2023-06-06,8,8,249.87,0.1
555,90,2023-12-01,95,7,16.82,0.0
556,720,2023-03-22,57,8,778.95,0.0
557,804,2023-07-27,67,3,486.03,0.0
558,796,2023-11-10,28,1,287.04,0.0
559,630,2023-03-27,14,8,426.57,0.0
560,861,2023-08-20,11,5,748.64,0.0
561,175,2023-06-26,29,3,56.25,0.0
562,76,2023-04-17,54,8,514.41,0.0
563,613,2023-05-19,76,6,38575.0,0.0
564,926,2023-04-12,9,1,214.82,0.0
565,663,2023-11-06,36,2,89549.0,0.0
566,400,2023-01-30,19,4,724.66,0.0
567,782,2023-07-13,7,9,756.79,0.0
568,970,2023-11-17,17,9,688.02,0.0
569,71,2023-09-01,48,2,315.05,0.2
570,180,2023-11-10,51,1,38.77,0.0
571,124,2023-07-04,87,1,601.71,0.0
572,381,2023-10-20,76,2,33751.0,0.2
573,293,2023-09-04,71,4,283.15,0.1
574,797,2023-04-28,89,9,681.26,0.0
575,195,2023-03-14,78,8,361.17,0.0
576,911,2023-03-10,58,3,975.34,0.2
577,228,2023-08-30,95,1,906.78,0.0
578,431,2023-06-01,89,6,54.44,0.0
579,942,2023-11-15,75,7,113.23,0.0
580,436,2023-04-04,75,2,557.14,0.0
581,787,2023-09-28,7,6,36.98,0.0
582,461,2023-08-17,62,8,451.2,0.0
583,618,2023-01-30,67,1,410.59,0.0
584,21,2023-04-23,15,8,657.95,0.0
585,64,2023-12-01,67,3,446.04,0.1
586,165,2023-05-28,53,9,158.58,0.0
587,27,2023-02-26,41,8,187.26,0.0
588,311,2023-06-26,17,2,388.38,0.3
589,285,2023-11-08,57,2,254.81,0.0
590,660,2023-02-25,44,6,842.76,0.0
591,281,2023-09-22,71,9,999.99,0.0
592,838,2023-08-25,75,3,790.88,0.0
593,831,2023-10-05,64,2,337.22,0.2
594,164,2023-03-18,20,3,470.12,0.0
595,898,2023-05-04,1,6,458.1,0.0
596,918,2023-01-28,96,4,920.54,0.0
597,224,2023-05-22,85,2,60467.99999999999,0.2
598,784,2023-06-07,31,5,718.05,0.2
599,146,2023-06-16,17,8,321.42,0.0
600,965,2023-07-04,89,5,54.62,0.0
601,950,2023-01-12,41,5,228.46,0.0
